surface,id1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,grass_sample_size1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,hard_sample_size1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,clay_sample_size1,carpet_pts_served1,carpet_service_pts_won1,carpet_pts_received1,carpet_receiving_pts_won1,carpet_aces1,carpet_sample_size1,co2_pts_served1,co2_service_pts_won1,co2_pts_received1,co2_receiving_pts_won1,co2_aces1,co2_sample_size1,co2nsf_pts_served1,co2nsf_service_pts_won1,co2nsf_pts_received1,co2nsf_receiving_pts_won1,co2nsf_aces1,co2nsf_sample_size1,id2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,grass_sample_size2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,hard_sample_size2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,clay_sample_size2,carpet_pts_served2,carpet_service_pts_won2,carpet_pts_received2,carpet_receiving_pts_won2,carpet_aces2,carpet_sample_size2,co2_pts_served2,co2_service_pts_won2,co2_pts_received2,co2_receiving_pts_won2,co2_aces2,co2_sample_size2,co2nsf_pts_served2,co2nsf_service_pts_won2,co2nsf_pts_received2,co2nsf_receiving_pts_won2,co2nsf_aces2,co2nsf_sample_size2
Hard,200175,319,215,345,132,19,4,945,603,875,267,75,12,828,500,877,335,30,11,0,0,0,0,0,0,567,365,556,170,38,9,693,438,697,229,42,11,106099,0,0,0,0,0,0,889,516,825,252,48,12,865,485,858,307,15,13,0,0,0,0,0,0,569,323,518,167,31,8,619,350,575,184,34,9
Hard,126205,72,45,79,26,3,1,1680,1050,1740,681,105,23,652,408,703,251,34,10,0,0,0,0,0,0,1107,664,1163,477,63,16,1495,887,1568,618,82,22,105062,529,340,502,160,18,5,1865,1126,1763,648,67,21,337,183,319,117,8,4,0,0,0,0,0,0,1576,979,1546,580,58,18,1928,1197,1890,715,70,21
Hard,106214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,132283,384,278,388,135,52,5,748,480,758,244,78,11,1693,1053,1743,604,69,21,0,0,0,0,0,0,425,263,409,130,41,6,790,503,754,244,71,10,105023,1414,1016,1416,466,300,17,1448,929,1465,478,293,18,309,205,311,95,51,3,0,0,0,0,0,0,506,306,498,156,87,7,1140,755,1153,365,216,13
Hard,104792,86,50,76,25,5,1,1790,1163,1819,702,217,23,204,119,217,75,10,3,0,0,0,0,0,0,679,473,721,292,85,8,679,473,721,292,85,8,105948,0,0,0,0,0,0,566,322,548,186,22,9,1183,674,1097,448,33,14,0,0,0,0,0,0,512,291,495,173,22,8,512,291,495,173,22,8
Hard,122330,0,0,0,0,0,0,414,266,404,136,90,5,85,57,88,28,8,1,0,0,0,0,0,0,414,266,404,136,90,5,414,266,404,136,90,5,124014,0,0,0,0,0,0,397,235,382,125,34,5,0,0,0,0,0,0,0,0,0,0,0,0,335,202,325,108,31,4,335,202,325,108,31,4
Hard,124079,133,79,108,34,5,1,786,466,708,252,39,7,834,490,810,320,24,11,0,0,0,0,0,0,357,219,351,139,26,3,357,219,351,139,26,3,105643,114,64,104,32,7,1,582,324,565,175,17,8,822,468,796,339,31,9,0,0,0,0,0,0,219,129,211,60,5,3,219,129,211,60,5,3
Hard,106426,221,131,171,65,12,2,288,211,329,126,20,4,1338,833,1360,546,62,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105487,0,0,0,0,0,0,154,97,134,51,11,3,1125,693,1123,409,67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,200624,574,359,555,208,46,5,1684,1045,1606,596,118,22,662,411,681,273,36,9,0,0,0,0,0,0,1235,755,1114,400,81,15,1403,867,1278,468,91,17,111815,209,126,191,73,5,3,2700,1651,2679,1054,168,33,767,443,774,283,34,10,0,0,0,0,0,0,1666,1029,1587,625,95,22,1731,1074,1653,653,96,23
Hard,144895,126,77,129,36,5,2,988,627,967,317,27,11,629,344,560,244,13,7,0,0,0,0,0,0,612,376,584,192,20,7,867,508,788,279,24,10,106298,345,212,347,122,17,3,1379,820,1202,389,102,15,366,213,358,119,14,6,0,0,0,0,0,0,1178,687,1029,324,86,13,1234,721,1092,341,86,14
